_id,total_spent,invoice_count,AOV
12679,1058.67,9,117.63000000000001
16503,1421.43,5,284.286
12384,566.16,3,188.72
17410,1214.72,5,242.94400000000002
13754,282.6,2,141.3
15984,2816.9700000000003,11,256.08818181818185
16207,394.38,1,394.38
14795,131.45000000000002,1,131.45000000000002
15814,1842.73,6,307.12166666666667
17786,278.74,2,139.37
17765,371.88,3,123.96
13980,200.14,1,200.14
13519,110.8,2,55.4
17512,2920.04,11,265.4581818181818
13322,199.48000000000002,1,199.48000000000002
14863,266.76,1,266.76
13447,1104.23,4,276.0575
17377,3925.92,21,186.94857142857143
15494,1299.23,2,649.615
15398,1339.63,3,446.54333333333335
13276,590.9300000000001,2,295.46500000000003
15759,253.04000000000002,3,84.34666666666668
14818,657.8,3,219.26666666666665
17190,249.74,3,83.24666666666667
13196,1797.78,4,449.445
16213,159,1,159
14715,867.38,4,216.845
13217,133.62,5,26.724
17176,306.13,1,306.13
16466,1603.46,7,229.06571428571428
16834,413.46,1,413.46
17733,692.19,2,346.095
16824,460.64,2,230.32
17737,168.24,2,84.12
17984,152.68,1,152.68
17250,384.52,2,192.26
15980,2398.8599999999997,3,799.6199999999999
14820,507.29,4,126.8225
13527,2263.7599999999998,8,282.96999999999997
15016,170.04,1,170.04
13602,428.89,1,428.89
15721,507.08,1,507.08
17408,32.65,1,32.65
16153,1824.23,5,364.846
12772,892.47,1,892.47
15589,456.58,4,114.145
16142,535.34,1,535.34
14667,9231.2,27,341.8962962962963
15342,391.76,2,195.88
15668,76.32000000000001,1,76.32000000000001
15093,4410.14,9,490.0155555555556
16203,589.15,5,117.83
12403,409.7,2,204.85
15005,6180.49,35,176.58542857142857
18194,895.9999999999999,2,447.99999999999994
15308,302.27000000000004,2,151.13500000000002
17630,503.6,2,251.8
17678,298.11,1,298.11
17642,712.29,2,356.145
16959,117.35000000000001,1,117.35000000000001
12475,723.38,1,723.38
13151,1250.3700000000001,2,625.1850000000001
15239,764.34,3,254.78
18151,653.35,2,326.675
18198,5083.06,21,242.05047619047622
14535,2841.09,4,710.2725
13391,59.8,1,59.8
12639,486.1,1,486.1
12808,483.65,3,161.21666666666667
14915,258.83000000000004,3,86.27666666666669
17173,3755.65,9,417.2944444444445
16262,-31.65,1,-31.65
13397,1539.18,6,256.53000000000003
14460,383.34,4,95.835
14881,255.4,1,255.4
16455,1841.1799999999998,7,263.0257142857143
15286,240.55,1,240.55
17731,878.2,5,175.64000000000001
12616,657.25,5,131.45
13187,236.02,1,236.02
15108,1291.75,5,258.35
14456,3047.63,14,217.68785714285715
12747,4196.01,11,381.4554545454546
15628,2865.6400000000003,10,286.564
16449,674.69,3,224.89666666666668
17412,1258.06,7,179.72285714285712
15821,570.96,2,285.48
16557,281.85,2,140.925
12798,6977.04,3,2325.68
18168,1133.64,9,125.96000000000001
17554,1952.45,5,390.49
13396,1325.29,4,331.3225
14958,499.68,3,166.56
16225,1096.3200000000002,5,219.26400000000004
14379,348.1,2,174.05
15916,1491.24,10,149.124
13933,608.79,2,304.395
15739,449.12,1,449.12
15766,315.06,1,315.06
17253,178.26,1,178.26
16112,195.74,4,48.935
16441,381.2,2,190.6
15819,1905.45,4,476.3625
18056,363.65,1,363.65
17244,954.9,1,954.9
16406,163.07,1,163.07
12589,646.68,2,323.34
15132,977.9300000000001,5,195.586
14354,163.62,2,81.81
17114,747.22,10,74.72200000000001
14817,1110.34,2,555.17
14638,443.6,1,443.6
17760,287.59,2,143.795
13384,4122.28,9,458.0311111111111
16722,4711.21,16,294.450625
14368,155,1,155
16209,2262.62,5,452.524
15469,504.5,4,126.125
15619,336.40000000000003,1,336.40000000000003
15886,181.09,1,181.09
17367,168.4,1,168.4
15095,1364.7,5,272.94
14840,62.85,1,62.85
12824,397.12,1,397.12
13277,258.4,4,64.6
17896,256.32,1,256.32
13634,1575.16,5,315.03200000000004
15465,6945.0199999999995,24,289.37583333333333
18139,8393.220000000001,8,1049.1525000000001
14184,452.89,1,452.89
13883,2538.75,9,282.0833333333333
14682,52,2,26
12939,11581.8,8,1447.725
16669,1370.87,4,342.7175
14589,39.75,1,39.75
13958,-102.45,1,-102.45
13243,600.07,1,600.07
14271,112.32,1,112.32
15513,14520.080000000002,22,660.0036363636365
12715,353.86,1,353.86
13621,213.85,1,213.85
13325,675.3,1,675.3
12449,4067.29,4,1016.8225
17775,56.4,1,56.4
18058,170.16,1,170.16
17100,971.74,2,485.87
16315,226.37,1,226.37
15483,233.81,4,58.4525
15376,1233.3600000000001,3,411.12000000000006
15269,408.8,1,408.8
12398,1635.66,1,1635.66
15505,3497.1400000000003,7,499.5914285714286
18200,163.8,1,163.8
13860,1240,6,206.66666666666666
17353,1740,2,870
16903,373.24,1,373.24
14039,152.2,1,152.2
14620,393.28,3,131.09333333333333
17360,585.79,3,195.26333333333332
12919,1301.44,8,162.68
17654,117.55,1,117.55
16902,1706.88,1,1706.88
15265,1506.12,2,753.06
14661,107.95,1,107.95
14480,279.05,1,279.05
15646,425.14000000000004,4,106.28500000000001
14621,1765.76,6,294.29333333333335
16369,1553.66,3,517.8866666666667
12490,5417.93,10,541.793
13144,110.95,1,110.95
17218,1960.72,10,196.072
16686,3043.48,9,338.1644444444444
13901,2867.2000000000003,5,573.44
15930,426.63,1,426.63
12515,383.7,1,383.7
12971,10930.26,89,122.81191011235956
15105,2298.93,7,328.4185714285714
16184,1155.54,7,165.07714285714286
16616,500.41999999999996,2,250.20999999999998
17811,7677.71,51,150.54333333333332
14206,308.26,2,154.13
17965,2622.57,14,187.32642857142858
16768,458.04,5,91.608
13631,3021.77,12,251.81416666666667
15493,1967.25,7,281.0357142857143
17885,190.19,1,190.19
15506,979.26,3,326.42
15110,970.25,7,138.60714285714286
16992,1601.8600000000001,6,266.9766666666667
12720,5713.28,29,197.00965517241377
15521,2574.65,13,198.05
13810,899.51,4,224.8775
14813,155.43,2,77.715
18252,526.67,2,263.335
13436,196.89,1,196.89
14119,-19.9,1,-19.9
15671,2635.4900000000002,10,263.54900000000004
16272,411.7,1,411.7
14950,361.25,2,180.625
17386,2686.42,6,447.7366666666667
16758,369.34,1,369.34
17711,385.1,2,192.55
17213,2741.08,11,249.1890909090909
13692,1466.87,5,293.37399999999997
12489,334.93,1,334.93
17463,1881.3600000000001,6,313.56
14953,289.82,1,289.82
16848,281.42,1,281.42
17455,131.7,1,131.7
12782,2273.32,6,378.8866666666667
16525,11895.57,29,410.19206896551725
14427,363.34000000000003,2,181.67000000000002
16872,680.0200000000001,3,226.67333333333337
18229,7276.9,20,363.84499999999997
16641,231.10000000000002,1,231.10000000000002
14416,490.22,2,245.11
16121,867.11,2,433.555
17047,1100.9,3,366.9666666666667
15416,3974.37,5,794.874
12778,804.23,7,114.89
12506,73.5,1,73.5
17019,1272.61,4,318.1525
15396,288.18,1,288.18
15584,722.61,5,144.522
13986,320.46,1,320.46
13098,28658.88,41,698.9970731707317
17228,1906.0900000000001,8,238.26125000000002
14705,179,1,179
14400,559.7,2,279.85
13889,416.90000000000003,1,416.90000000000003
12716,1053.49,2,526.745
16260,1035.45,1,1035.45
17616,571.1999999999999,3,190.39999999999998
16038,454.33,4,113.5825
14234,775.4599999999999,4,193.86499999999998
12828,1018.71,6,169.785
17464,289.96000000000004,1,289.96000000000004
12756,112.07999999999998,1,112.07999999999998
12732,236.26000000000002,1,236.26000000000002
14536,171.8,1,171.8
14006,962.19,3,320.73
14446,1039.58,4,259.895
13736,724,3,241.33333333333334
15125,11117.050000000001,23,483.35
16359,1460.37,12,121.69749999999999
14565,3073.77,6,512.295
13868,3192.54,2,1596.27
18185,304.25,1,304.25
14854,2749.89,8,343.73625
16318,328.15,1,328.15
15907,967.45,3,322.48333333333335
14639,2952.34,8,369.0425
17706,10097.37,22,458.97136363636366
14089,161,1,161
17384,336.4,2,168.2
15098,649.5,5,129.9
16265,5423.15,11,493.01363636363635
17231,3127.82,14,223.4157142857143
14214,1000.23,7,142.89000000000001
17085,1555.05,6,259.175
14530,2925.91,6,487.65166666666664
15510,250,1,250
13764,1521.76,3,507.25333333333333
17856,1393.79,6,232.29833333333332
12513,586.79,2,293.395
15228,3376.96,5,675.392
17987,198.57,1,198.57
14421,813.11,2,406.555
13885,506.79999999999995,2,253.39999999999998
12890,380.47,1,380.47
14699,109.13000000000001,1,109.13000000000001
17429,512.12,4,128.03
18255,103.3,1,103.3
16801,867.83,5,173.566
14946,100.9,1,100.9
14952,7912.79,15,527.5193333333333
13081,27964.48,21,1331.6419047619047
17795,350.39,2,175.195
17081,290.15999999999997,2,145.07999999999998
13137,3605.08,9,400.56444444444446
13588,2445.12,13,188.08615384615385
15856,16173.67,31,521.7312903225807
13994,2313.14,6,385.5233333333333
17187,203.95,1,203.95
15537,110.92,1,110.92
15021,1872.28,13,144.02153846153846
17636,265.93,2,132.965
13050,5684.61,28,203.0217857142857
17974,740.7900000000001,3,246.93000000000004
16833,1106.53,4,276.6325
15810,1145.43,7,163.63285714285715
12505,-4.5,1,-4.5
14467,598.76,4,149.69
17547,-11.8,1,-11.8
13166,414.7,2,207.35
17416,6838.34,9,759.8155555555555
15411,1346.3799999999999,5,269.27599999999995
16257,46.95,1,46.95
17404,30300.82,18,1683.378888888889
14691,2114.33,5,422.866
15925,207.15,1,207.15
15379,3631.8900000000003,8,453.98625000000004
14215,1777.92,7,253.98857142857145
13859,201.16,1,201.16
13091,319.82,2,159.91
16271,1423.29,6,237.215
13304,300.42,1,300.42
15826,1649.3600000000001,4,412.34000000000003
18196,689.13,2,344.565
13877,117.24,1,117.24
15116,1352.75,4,338.1875
15052,215.78,1,215.78
15436,1122.53,3,374.1766666666667
14693,172.9,1,172.9
18202,1396.99,3,465.66333333333336
12962,266.39000000000004,2,133.19500000000002
14696,2070.9700000000003,9,230.1077777777778
15648,599.9000000000001,4,149.97500000000002
12364,1313.1,4,328.275
13272,276.56,2,138.28
15623,301.03,1,301.03
16332,1583.2,8,197.9
13723,199.85000000000002,1,199.85000000000002
15867,3797.79,16,237.361875
15801,1042.19,4,260.5475
16987,1625.05,7,232.15
16482,220.62,1,220.62
15795,610.01,1,610.01
16098,2005.63,7,286.5185714285714
14790,745.06,4,186.265
13177,282.45,1,282.45
17450,187482.16999999998,55,3408.766727272727
13027,6912,6,1152
15201,927.8400000000001,11,84.34909090909092
12625,2614.3199999999997,3,871.4399999999999
17101,1621.73,4,405.4325
12762,1898.52,2,949.26
13524,680.1800000000001,5,136.036
16143,2419.84,7,345.6914285714286
16511,950.26,3,316.75333333333333
15836,117.47,2,58.735
13435,3794.4900000000002,9,421.61
15939,6102.26,16,381.39125
12371,1887.96,2,943.98
13026,936.15,8,117.01875
15290,7803.77,21,371.60809523809525
12866,559.12,1,559.12
13711,252.06,2,126.03
13052,348.15000000000003,1,348.15000000000003
15447,155.17,1,155.17
13761,1070.65,2,535.325
15046,5064.01,16,316.500625
16553,5664.57,14,404.6121428571428
15313,52,1,52
18117,320.72,1,320.72
14059,183.6,1,183.6
16344,101.10000000000001,1,101.10000000000001
12940,876.29,4,219.0725
16338,214.8,1,214.8
15445,113.5,1,113.5
14803,845.55,3,281.84999999999997
12739,1013.04,2,506.52
15218,5756.89,11,523.3536363636364
17894,1119.81,8,139.97625
18135,681.91,5,136.382
13493,618.63,2,309.315
15533,746.92,5,149.384
17569,344.14,1,344.14
15140,2350,8,293.75
14415,5811.56,18,322.8644444444445
13538,1280.8500000000001,7,182.97857142857146
13298,360,1,360
17747,64.65,2,32.325
14178,1620.93,7,231.5614285714286
16131,3506.5400000000004,6,584.4233333333334
17220,3198.25,14,228.44642857142858
17470,1125.0700000000002,5,225.01400000000004
17272,2144.5299999999997,5,428.90599999999995
16138,-7.95,1,-7.95
12877,1535.77,12,127.98083333333334
17578,124.73999999999998,2,62.36999999999999
14752,389.64,1,389.64
17862,330.9,1,330.9
15978,1098.78,1,1098.78
16062,1153.62,4,288.405
17088,1991.0100000000002,4,497.75250000000005
14057,6147.4,18,341.5222222222222
14930,2372.86,3,790.9533333333334
16149,280.52,2,140.26
13147,712.8000000000001,4,178.20000000000002
15729,62,2,31
13606,280.53999999999996,3,93.51333333333332
15993,2756.82,10,275.682
17639,108.5,1,108.5
12833,417.38,1,417.38
15791,1604.44,3,534.8133333333334
12725,427.8,1,427.8
15408,267.18,1,267.18
15988,158.03,1,158.03
13720,799.9,4,199.975
15417,508.8,1,508.8
16900,187.69000000000017,5,37.53800000000003
16202,365.27,1,365.27
15255,890.85,1,890.85
17859,148.21,1,148.21
16620,178.95999999999998,2,89.47999999999999
13686,72,1,72
17014,565.58,4,141.395
15812,1801.14,5,360.228
14348,409.57,1,409.57
15205,648.83,3,216.27666666666667
17835,350.64,3,116.88
13307,15,1,15
17923,207.50000000000003,1,207.50000000000003
12541,981.1800000000001,3,327.06
15651,646.3,3,215.4333333333333
13110,1452.8700000000001,8,181.60875000000001
14894,655.75,1,655.75
17621,1336.1,4,334.025
14514,1055.35,3,351.7833333333333
12569,4064.9900000000002,35,116.14257142857143
12615,2291.19,4,572.7975
13221,847.4100000000001,2,423.70500000000004
16097,185.04999999999998,1,185.04999999999998
12681,13677.59,27,506.5774074074074
16701,5150.27,18,286.12611111111113
16829,197.22,1,197.22
15298,3774.1,14,269.5785714285714
13974,413.59000000000003,1,413.59000000000003
13115,2205.63,14,157.54500000000002
17703,798.74,3,266.24666666666667
16771,2246.81,5,449.36199999999997
14317,508.58,1,508.58
12580,415.7,1,415.7
12929,105.1,2,52.55
17154,329.34,1,329.34
17656,1674.69,5,334.938
13253,1030.4,2,515.2
16963,110.55000000000001,1,110.55000000000001
17262,1253.3600000000001,5,250.67200000000003
15314,327.97,1,327.97
16450,311.92,1,311.92
13146,228.91,1,228.91
17580,215.72,3,71.90666666666667
13138,962.39,6,160.39833333333334
12427,708.37,5,141.674
16754,2002.4,1,2002.4
18065,2380.08,15,158.672
17799,3026.08,11,275.0981818181818
12707,603.42,1,603.42
13265,2107.66,5,421.532
16628,2183.04,6,363.84
15813,1303.9099999999999,2,651.9549999999999
16767,5580.6,11,507.32727272727277
18170,980.31,3,326.77
13521,1093.65,3,364.55
15502,5541.46,23,240.93304347826088
17562,1107.38,8,138.4225
15069,1109.53,1,1109.53
17447,541.53,2,270.765
17252,353.85999999999996,2,176.92999999999998
14128,637.5,2,318.75
13976,357.98,1,357.98
12353,89,1,89
12836,2612.86,4,653.215
14792,0,2,0
14528,364.21999999999997,1,364.21999999999997
13282,1047.84,6,174.64
17466,763.28,2,381.64
13238,680.83,5,136.166
17115,806.9,5,161.38
17615,329.6,3,109.86666666666667
14679,-2.55,1,-2.55
16716,319.8000000000002,3,106.60000000000007
16352,494.44,2,247.22
16818,3317.97,13,255.22846153846152
14092,4063.1,17,239.00588235294117
13811,591.75,4,147.9375
14320,343.11,3,114.37
14461,2103.06,3,701.02
13005,468.95,3,156.31666666666666
17499,622.88,1,622.88
13706,330.79,1,330.79
16689,303.26,3,101.08666666666666
12721,2628.98,7,375.56857142857143
18011,102.78999999999999,1,102.78999999999999
18019,38.45,1,38.45
17428,17078.45,33,517.5287878787879
15839,1020.74,5,204.148
16193,314.45,1,314.45
13486,1122.41,3,374.1366666666667
13488,8910.61,17,524.1535294117648
12429,3750.4,4,937.6
14966,191.32,1,191.32
16510,248.1,1,248.1
17334,306.59999999999997,3,102.19999999999999
12604,254.18,2,127.09
13017,204,1,204
12558,0,2,0
13232,1357.6,7,193.94285714285712
12678,17588.260000000002,13,1352.9430769230771
15574,702.25,4,175.5625
13562,1799.33,3,599.7766666666666
16919,2596.4500000000003,11,236.0409090909091
12418,668.58,1,668.58
18118,5595.77,31,180.50870967741938
15353,777.02,2,388.51
18221,1033.31,6,172.21833333333333
16096,320.62,1,320.62
12526,1316.6599999999999,3,438.8866666666666
15433,417.87,3,139.29
14708,1096.67,4,274.1675
16144,175.2,1,175.2
13183,3957.78,9,439.75333333333333
13456,1737.8200000000002,7,248.26000000000002
17440,177.1,5,35.42
15427,1483.1399999999999,3,494.37999999999994
15831,747.76,4,186.94
15118,244.8,1,244.8
12528,1922.28,8,240.285
17481,1249.3400000000001,5,249.86800000000002
15319,204.5,1,204.5
14534,4075.35,25,163.014
13132,77.3,1,77.3
14754,638.05,2,319.025
15004,1246.32,1,1246.32
18006,444.68,1,444.68
15523,412.01000000000005,1,412.01000000000005
13369,263.75,2,131.875
15830,547.7,2,273.85
16045,1340.7,4,335.175
13607,678.01,1,678.01
15674,1744.02,8,218.0025
16411,214.65,2,107.325
12448,449.45,1,449.45
13880,3219.77,13,247.67461538461538
13995,1383.49,6,230.58166666666668
14226,2201.64,7,314.52
15894,263.55,2,131.775
14327,311.65000000000003,1,311.65000000000003
13557,584.06,2,292.03
12426,582.73,1,582.73
14998,429.87,2,214.935
13837,271.24,2,135.62
17033,1030.1399999999999,3,343.37999999999994
18232,582.47,5,116.494
14030,2360.09,8,295.01125
17295,556.95,3,185.65
17255,298.40999999999997,2,149.20499999999998
14062,10464.85,12,872.0708333333333
12578,2753.3599999999997,4,688.3399999999999
15520,343.5,1,343.5
15348,158.04,1,158.04
14297,1284.06,6,214.01
16222,846.72,1,846.72
14810,2087.88,11,189.80727272727273
16706,531.3499999999999,3,177.11666666666665
16762,1501.38,3,500.46000000000004
12465,733.89,3,244.63
16043,773.99,4,193.4975
14159,4678.3,14,334.1642857142857
17898,152.06,2,76.03
14139,415.82,1,415.82
12748,29072.1,224,129.7861607142857
14287,151.23,4,37.8075
12659,91.68,1,91.68
12814,125.92,1,125.92
16659,39.12,1,39.12
17676,1383.27,7,197.60999999999999
16560,816.51,3,272.17
15573,607.45,2,303.725
14658,247.14999999999998,2,123.57499999999999
17458,316.5,1,316.5
13473,417.53999999999996,3,139.17999999999998
15743,784.46,4,196.115
12793,545.48,2,272.74
14506,2012.17,5,402.434
16551,922.12,3,307.37333333333333
12501,2089.68,2,1044.84
17725,3371.13,14,240.79500000000002
13871,6389.8,14,456.4142857142857
15452,538.73,3,179.57666666666668
14295,154.70000000000002,2,77.35000000000001
13259,292.32,1,292.32
14383,1247.69,3,415.8966666666667
17595,388.78999999999996,2,194.39499999999998
13090,8689.39,18,482.7438888888889
17891,203.85999999999999,1,203.85999999999999
17817,387.68,3,129.22666666666666
13712,228.84,1,228.84
14189,4604.31,24,191.84625000000003
17456,249.86,1,249.86
13704,2295.31,10,229.531
13716,138.28,1,138.28
12508,398.27,2,199.135
15311,59419.340000000004,118,503.55372881355936
15981,3408.48,8,426.06
17018,920.1,2,460.05
15374,168,1,168
16769,380.39,1,380.39
17926,397.29,2,198.645
18213,232.48000000000002,1,232.48000000000002
14788,679.44,2,339.72
13806,256.38,1,256.38
18261,324.24,2,162.12
12917,594,1,594
14125,2740.4300000000003,3,913.4766666666668
16893,145.93,1,145.93
16428,-2.95,1,-2.95
13481,1776.81,8,222.10125
13876,122.7,1,122.7
15050,1727.17,5,345.434
15208,867.62,6,144.60333333333332
17368,1349.52,9,149.94666666666666
15172,1624.0500000000002,5,324.81000000000006
15518,1911.89,13,147.06846153846155
14411,1063,1,1063
16093,17,1,17
15749,21535.9,4,5383.975
16313,274.15,2,137.075
14102,1314.73,8,164.34125
14195,962.7,3,320.90000000000003
13744,1156.36,2,578.18
18114,220.1,1,220.1
15676,3324.09,5,664.818
16444,638.77,5,127.75399999999999
14963,1487.8,5,297.56
17222,354.15,1,354.15
16811,547.0699999999999,2,273.53499999999997
17505,1145.8400000000001,2,572.9200000000001
17069,2655.2200000000003,13,204.24769230769232
13256,0,1,0
15855,712.24,5,142.448
16976,251.51999999999998,1,251.51999999999998
13419,221.06,1,221.06
13575,732.0699999999999,5,146.414
16899,1281.56,6,213.59333333333333
15393,231.86,2,115.93
12915,363.65,2,181.825
16933,530.08,5,106.016
13244,121.74,1,121.74
13581,118,1,118
16475,544.3,4,136.075
15969,582.9,4,145.725
15675,323.69,3,107.89666666666666
13404,252.49,2,126.245
16191,4913.32,25,196.53279999999998
13297,2089.85,4,522.4625
15031,668.14,4,167.035
14012,328.8,1,328.8
14029,467.65999999999997,2,233.82999999999998
17172,313.26,2,156.63
15127,406.53,1,406.53
15885,379.35,3,126.45
13497,321.05,3,107.01666666666667
17671,1284.08,6,214.01333333333332
17877,237.61,1,237.61
13992,76.8,1,76.8
14597,883.15,2,441.575
15825,532.94,1,532.94
14161,1110.52,3,370.17333333333335
17644,2768.98,17,162.88117647058823
15312,921.1,5,184.22
13693,-32,2,-16
13077,729.27,4,182.3175
16457,208.36,1,208.36
14551,186.23000000000002,2,93.11500000000001
14107,2688.48,8,336.06
12921,16389.74,50,327.7948
16570,3622.95,15,241.53
15796,2666.61,10,266.661
12618,177.31,1,177.31
12876,2218.02,2,1109.01
16162,37.4,1,37.4
16565,173.7,1,173.7
16949,1161.27,7,165.8957142857143
16625,333.08,1,333.08
16948,435.02,3,145.00666666666666
15532,1517.0800000000002,6,252.8466666666667
15921,336.03000000000003,1,336.03000000000003
13522,125.80000000000001,1,125.80000000000001
16360,3411.69,8,426.46125
13255,390.65999999999997,3,130.22
14141,879.0300000000001,6,146.50500000000002
12346,0,2,0
14503,3543.26,6,590.5433333333334
17949,52750.84,52,1014.4392307692307
15061,54228.74,55,985.9770909090909
17576,3457.78,22,157.1718181818182
14961,7006.58,12,583.8816666666667
14265,530.1800000000001,2,265.09000000000003
13615,399.99,2,199.995
15803,415.82000000000005,1,415.82000000000005
15632,3147.31,10,314.731
13750,1647.26,5,329.452
16637,1124.5900000000001,5,224.91800000000003
15339,557.5699999999999,3,185.85666666666665
15691,136.8,1,136.8
16650,518.42,1,518.42
14194,11216.75,32,350.5234375
14222,683.17,1,683.17
17625,2047,4,511.75
18032,73.5,1,73.5
17431,403.3,1,403.3
17572,226.75,4,56.6875
17732,303.97,1,303.97
17677,16219.220000000001,43,377.1911627906977
12527,348.71000000000004,3,116.23666666666668
15180,87.5,1,87.5
13300,365.28999999999996,2,182.64499999999998
13798,36351.42,63,577.0066666666667
15673,2881.02,4,720.255
15448,494.64,1,494.64
17403,281.62,1,281.62
15007,156.91,1,156.91
13083,303.75,2,151.875
14001,2030.33,4,507.5825
15639,425.32,1,425.32
16252,-295.09,1,-295.09
12564,456.9,1,456.9
15807,903.9000000000001,3,301.3
14355,174.4,1,174.4
13655,932.97,2,466.485
12562,3781.74,7,540.2485714285714
14954,336.17,1,336.17
13846,847.6099999999999,4,211.90249999999997
12910,3075.04,8,384.38
17884,717.45,4,179.3625
12572,1004.72,3,334.9066666666667
16451,266.97,1,266.97
13739,216.9,1,216.9
15111,1567.48,3,522.4933333333333
12738,155.35,1,155.35
12713,848.55,1,848.55
16726,1382.02,5,276.404
18105,113.48000000000002,1,113.48000000000002
16392,221.19,1,221.19
12685,2863.08,6,477.18
14859,1352.04,5,270.408
12691,1035.8,6,172.63333333333333
15373,2213.11,13,170.23923076923077
16607,3038.67,16,189.916875
12709,9294.1,26,357.4653846153846
13452,590,2,295
13094,1708.8600000000001,16,106.80375000000001
17035,388.33,3,129.44333333333333
14507,1368.18,7,195.45428571428573
16115,1667.97,8,208.49625
13656,379.65,2,189.825
16774,654.92,5,130.98399999999998
15334,351.67,3,117.22333333333334
13572,1384.25,1,1384.25
14258,12650.08,10,1265.008
13502,292,3,97.33333333333333
15531,2007.44,2,1003.72
17886,899.61,3,299.87
17006,781.78,4,195.445
14199,185.39999999999998,1,185.39999999999998
15692,191.04,1,191.04
14367,9167.82,19,482.51684210526315
15251,10327.11,15,688.474
16211,542.77,2,271.385
13544,291.40999999999997,2,145.70499999999998
17063,1421.59,11,129.23545454545453
14334,2539.46,9,282.1622222222222
14669,1269.99,3,423.33
14208,151.74,1,151.74
17921,826.52,4,206.63
15424,383.34000000000003,2,191.67000000000002
17549,148.85999999999999,2,74.42999999999999
15853,110.8,1,110.8
13035,886.63,3,295.54333333333335
14073,139.54,2,69.77
18066,318,1,318
15776,241.62,1,241.62
16567,865.5999999999999,2,432.79999999999995
14680,26932.34,23,1170.9713043478262
17838,2312.7,6,385.45
15415,572.8100000000001,1,572.8100000000001
12646,1346.9699999999998,2,673.4849999999999
16387,94.36,1,94.36
12770,1351.45,1,1351.45
16330,242.20999999999998,4,60.552499999999995
14895,11020.26,24,459.1775
16099,731.9000000000001,3,243.9666666666667
18064,814,2,407
12690,389.01,1,389.01
17314,2514.76,11,228.61454545454546
13029,1247.5,3,415.8333333333333
12476,6546.58,20,327.329
16185,529.41,2,264.705
16858,345.89,2,172.945
16621,813.48,4,203.37
17147,1679.64,6,279.94
12431,6416.39,18,356.4661111111111
13171,426.80999999999995,5,85.362
16529,455.25,1,455.25
16091,315.06,2,157.53
15565,173.16000000000003,2,86.58000000000001
13740,350.75,1,350.75
12635,1689.1799999999998,2,844.5899999999999
15877,440.78,3,146.92666666666665
18276,323.36,3,107.78666666666668
17075,813.77,5,162.754
12579,410.72,3,136.90666666666667
15315,551.54,3,183.84666666666666
15504,52.83,1,52.83
17282,1703.41,3,567.8033333333334
14649,1417.29,4,354.3225
12686,89.14,1,89.14
12893,188.14,1,188.14
13923,351.13,1,351.13
13439,283.71,1,283.71
12845,354.09,4,88.5225
14595,1740.6,6,290.09999999999997
15081,487.35,6,81.22500000000001
16539,1388.81,4,347.2025
14968,147.59,1,147.59
18035,730.4,3,243.46666666666667
16101,1245.96,3,415.32
15018,456.26,4,114.065
15841,1209.1000000000001,6,201.51666666666668
14782,200.10000000000002,1,200.10000000000002
16008,478.78,3,159.59333333333333
16684,65892.08,31,2125.5509677419354
12948,2053.7000000000003,8,256.71250000000003
15870,354.09000000000003,1,354.09000000000003
12587,144,1,144
14972,114.77,1,114.77
17514,208.65,1,208.65
17175,1430.94,5,286.188
14440,2357.6800000000003,5,471.53600000000006
14132,3580.13,12,298.3441666666667
14815,778.5,2,389.25
13174,2817.0299999999997,3,939.0099999999999
14964,206.21,1,206.21
18237,987.0999999999999,5,197.42
13078,12432.28,43,289.1227906976744
12438,2906.85,2,1453.425
16928,2781.5,19,146.39473684210526
15129,3447.4,11,313.40000000000003
14262,2618.23,8,327.27875
13358,439.03,1,439.03
16059,1459.8600000000001,6,243.31000000000003
14882,589.7,2,294.85
17124,298.89,1,298.89
16978,344.33,1,344.33
12571,519.61,2,259.805
14038,1554.48,4,388.62
12372,1298.04,3,432.68
12535,716.3499999999999,2,358.17499999999995
13309,1456.79,5,291.358
15709,133.25,1,133.25
13645,252.1,1,252.1
15145,1194.73,4,298.6825
16163,441.6,3,147.20000000000002
14407,2111.08,9,234.56444444444443
12534,1089.18,1,1089.18
18270,238.95000000000002,3,79.65
17925,244.08,1,244.08
16764,2758.25,18,153.23611111111111
15752,2628.9300000000003,8,328.61625000000004
13109,766.84,5,153.368
13787,309.04,2,154.52
18136,761.83,4,190.4575
17219,114.23,1,114.23
17048,864.32,6,144.05333333333334
17126,991.85,7,141.69285714285715
15866,230.53,1,230.53
14204,161.03,1,161.03
15636,724.76,2,362.38
14587,1598.24,10,159.824
14485,165.75,1,165.75
13971,2702.2200000000003,11,245.65636363636366
15292,180.94,1,180.94
15835,954.09,4,238.5225
13772,1132.13,3,377.3766666666667
14538,388.25,2,194.125
15567,186.01,1,186.01
15653,877.4399999999999,2,438.71999999999997
15333,1028.56,1,1028.56
14687,628.38,1,628.38
16984,4392.42,5,878.484
13747,79.6,1,79.6
18173,2106.84,4,526.71
12444,5005.46,5,1001.092
17928,212.54000000000002,2,106.27000000000001
15454,179.1,1,179.1
15363,318.05,2,159.025
15748,149.31,1,149.31
13771,2631.7,5,526.3399999999999
16934,950.9300000000001,2,475.46500000000003
17573,362.90000000000003,4,90.72500000000001
15775,104.9,1,104.9
17557,541.46,3,180.48666666666668
13106,59.5,2,29.75
16061,-29.95,1,-29.95
16340,549.07,1,549.07
17913,411.6,2,205.8
13229,160.95,1,160.95
